Candidate,FolderName,FullPath,seed,split,geo,variant,variant_base,tightened,scene,engine,K,mpc_batch,controller,threshold,backbone,generation,path_K,n_trials,goal_radius,epoch,projection,record,device,max_episode_length,flow_steps
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free-tightened,bounds_free,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c,dpcc-c,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c-tightened,dpcc-c,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new,hardflow_new,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-c,hardflow_new-c,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-t,hardflow_new-t,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free,model_free-bounds_free,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,model_free-bounds_free,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-tightened,model_free,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing,post_processing,False,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing-tightened,post_processing,True,corridor,mf,1.0,4.0,pid_stopgo,0.5,unet,Gen15,1.0,10.0,0.3,best,fm_only,none,cuda,,1.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free-tightened,bounds_free,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c,dpcc-c,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c-tightened,dpcc-c,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,,,,,,,,
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free,model_free-bounds_free,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,model_free-bounds_free,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-tightened,model_free,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing,post_processing,False,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing-tightened,post_processing,True,corridor,mf,20.0,4.0,pid_stopgo,0.5,unet,Gen15,20.0,10.0,0.3,best,fm_only,none,cuda,,20.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free-tightened,bounds_free,True,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c,dpcc-c,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c-tightened,dpcc-c,True,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,mf,2.0,4.0,pid_stopgo,0.5,unet,Gen15,2.0,10.0,0.3,best,fm_only,none,cuda,,2.0
